list_path	model_id	reason	detail
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00000346	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00000346
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00003666	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00003666
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00010520	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00010520
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00010661	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00010661
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00016629	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00016629
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00016773	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00016773
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00017078	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00017078
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00017131	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00017131
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00017144	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00017144
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00017153	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00017153
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00017295	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00017295
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00022073	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00022073
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00023011	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00023011
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00026773	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00026773
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00026838	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00026838
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00026847	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00026847
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00027506	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00027506
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00032094	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00032094
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00033025	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00033025
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00033417	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00033417
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00034256	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00034256
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00035093	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00035093
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00036182	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00036182
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00036280	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00036280
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00036302	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00036302
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00036345	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00036345
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00037887	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00037887
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00039766	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00039766
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00039888	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00039888
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00039900	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00039900
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00045387	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00045387
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00047993	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00047993
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00052979	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00052979
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00053715	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00053715
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00054437	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00054437
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00055997	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00055997
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00059386	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00059386
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00062368	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00062368
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00062718	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00062718
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00064185	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00064185
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00068478	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00068478
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00074865	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00074865
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00078397	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00078397
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00079331	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00079331
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00079422	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00079422
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00079741	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00079741
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00081382	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00081382
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00081563	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00081563
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00082947	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00082947
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00088480	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00088480
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00089283	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00089283
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00091476	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00091476
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00092278	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00092278
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00092595	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00092595
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00093606	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00093606
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00093790	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00093790
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00093896	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00093896
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00094435	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00094435
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00096579	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00096579
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00096761	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00096761
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00098168	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00098168
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00101304	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00101304
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00104348	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00104348
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00105065	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00105065
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00105352	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00105352
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00107723	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00107723
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00109863	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00109863
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00112017	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00112017
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00115165	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00115165
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00115251	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00115251
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00116137	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00116137
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00117333	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00117333
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00118233	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00118233
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00123728	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00123728
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00125076	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00125076
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00128609	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00128609
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00133526	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00133526
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00133903	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00133903
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00134312	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00134312
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00135514	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00135514
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00136913	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00136913
src/brepnet/data/list/deduplicated_deepcad_training_7_30.txt	00138637	missing_condition_dir	/mnt/d/data/deepcad_v7_cond/00138637
